event_month,pet_id,subscription_date,subscription_cancelled_date,pet_type,pet_race,pet_age_at_subscription,total_ttc,total_ht,total_hthc,health_ttc,health_ht,health_hthc,prevention_ttc,prevention_ht,prevention_hthc,health_limit,rate,prevention_limit
2022-08-01,p420,2022-04-13,,cat,maine coon,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-09-01,p420,2022-04-13,,cat,maine coon,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-10-01,p420,2022-04-13,,cat,maine coon,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-11-01,p420,2022-04-13,,cat,maine coon,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-05-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-05-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-06-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-06-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-07-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-07-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-08-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-08-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-09-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-09-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-10-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-10-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-11-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-11-01,p421,2022-05-09,,cat,europ̩en,5,25.99,23.84,17.01,25.99,23.84,17.01,,,,1000,0.8,
2022-04-01,p422,2022-04-19,,cat,bengal,8,48.99,44.94,28.01,48.99,44.94,28.01,,,,1500,0.8,
2022-05-01,p422,2022-04-19,,cat,bengal,8,48.99,44.94,28.01,48.99,44.94,28.01,,,,1500,0.8,
2022-06-01,p422,2022-04-19,,cat,bengal,8,48.99,44.94,28.01,48.99,44.94,28.01,,,,1500,0.8,
2022-07-01,p422,2022-04-19,,cat,bengal,8,48.99,44.94,28.01,48.99,44.94,28.01,,,,1500,0.8,
2022-08-01,p422,2022-04-19,,cat,bengal,8,48.99,44.94,28.01,48.99,44.94,28.01,,,,1500,0.8,
2022-09-01,p422,2022-04-19,,cat,bengal,8,48.99,44.94,28.01,48.99,44.94,28.01,,,,1500,0.8,
2022-10-01,p422,2022-04-19,,cat,bengal,8,48.99,44.94,28.01,48.99,44.94,28.01,,,,1500,0.8,
2022-11-01,p422,2022-04-19,,cat,bengal,8,48.99,44.94,28.01,48.99,44.94,28.01,,,,1500,0.8,
2022-07-01,p423,2022-07-19,,cat,bengal,0,31.64,29.03,23.98,24.64,22.61,17.56,7,6.42,6.42,1500,1,100
2022-08-01,p423,2022-07-19,,cat,bengal,0,31.64,29.03,23.98,24.64,22.61,17.56,7,6.42,6.42,1500,1,100
2022-09-01,p423,2022-07-19,,cat,bengal,0,31.64,29.03,23.98,24.64,22.61,17.56,7,6.42,6.42,1500,1,100
2022-10-01,p423,2022-07-19,,cat,bengal,0,31.64,29.03,23.98,24.64,22.61,17.56,7,6.42,6.42,1500,1,100
2022-11-01,p423,2022-07-19,,cat,bengal,0,31.64,29.03,23.98,24.64,22.61,17.56,7,6.42,6.42,1500,1,100
2022-11-01,p424,2022-11-15,,dog,chihuahua,3,19.03,17.46,15.29,12.03,11.04,8.87,7,6.42,6.42,1000,0.8,100
2022-07-01,p425,2022-07-13,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-08-01,p425,2022-07-13,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-09-01,p425,2022-07-13,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-10-01,p425,2022-07-13,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-11-01,p425,2022-07-13,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-03-01,p427,2022-03-01,,dog,golden retriever,0,21.99,20.17,18.25,14.99,13.75,11.83,7,6.42,6.42,1000,1,100
2022-04-01,p427,2022-03-01,,dog,golden retriever,0,21.99,20.17,18.25,14.99,13.75,11.83,7,6.42,6.42,1000,1,100
2022-05-01,p427,2022-03-01,,dog,golden retriever,0,21.99,20.17,18.25,14.99,13.75,11.83,7,6.42,6.42,1000,1,100
2022-06-01,p427,2022-03-01,,dog,golden retriever,0,21.99,20.17,18.25,14.99,13.75,11.83,7,6.42,6.42,1000,1,100
2022-07-01,p427,2022-03-01,,dog,golden retriever,0,21.99,20.17,18.25,14.99,13.75,11.83,7,6.42,6.42,1000,1,100
2022-08-01,p427,2022-03-01,,dog,golden retriever,0,21.99,20.17,18.25,14.99,13.75,11.83,7,6.42,6.42,1000,1,100
2022-09-01,p427,2022-03-01,,dog,golden retriever,0,21.99,20.17,18.25,14.99,13.75,11.83,7,6.42,6.42,1000,1,100
2022-10-01,p427,2022-03-01,,dog,golden retriever,0,21.99,20.17,18.25,14.99,13.75,11.83,7,6.42,6.42,1000,1,100
2022-11-01,p427,2022-03-01,,dog,golden retriever,0,21.99,20.17,18.25,14.99,13.75,11.83,7,6.42,6.42,1000,1,100
2022-04-01,p428,2022-04-29,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-05-01,p428,2022-04-29,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-06-01,p428,2022-04-29,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-07-01,p428,2022-04-29,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-08-01,p428,2022-04-29,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-09-01,p428,2022-04-29,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-10-01,p428,2022-04-29,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-11-01,p428,2022-04-29,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-01-01,p429,2022-01-17,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-02-01,p429,2022-01-17,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-03-01,p429,2022-01-17,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-04-01,p429,2022-01-17,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-05-01,p429,2022-01-17,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-06-01,p429,2022-01-17,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-07-01,p429,2022-01-17,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-08-01,p429,2022-01-17,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-09-01,p429,2022-01-17,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-10-01,p429,2022-01-17,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-11-01,p429,2022-01-17,,cat,bengal,0,24.99,22.92,18.79,17.99,16.5,12.37,7,6.42,6.42,1000,0.8,100
2022-05-01,p43,2022-05-07,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-06-01,p43,2022-05-07,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-07-01,p43,2022-05-07,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-08-01,p43,2022-05-07,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-09-01,p43,2022-05-07,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-10-01,p43,2022-05-07,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-11-01,p43,2022-05-07,,dog,chihuahua,0,18.99,17.42,15.7,11.99,11,9.28,7,6.42,6.42,1000,0.8,100
2022-06-01,p430,2022-06-04,,cat,maine coon,0,37.99,34.85,28.38,30.99,28.43,21.96,7,6.42,6.42,2500,0.8,100
2022-07-01,p430,2022-06-04,,cat,maine coon,0,37.99,34.85,28.38,30.99,28.43,21.96,7,6.42,6.42,2500,0.8,100
2022-08-01,p430,2022-06-04,,cat,maine coon,0,37.99,34.85,28.38,30.99,28.43,21.96,7,6.42,6.42,2500,0.8,100
2022-09-01,p430,2022-06-04,,cat,maine coon,0,37.99,34.85,28.38,30.99,28.43,21.96,7,6.42,6.42,2500,0.8,100
2022-10-01,p430,2022-06-04,,cat,maine coon,0,37.99,34.85,28.38,30.99,28.43,21.96,7,6.42,6.42,2500,0.8,100
2022-11-01,p430,2022-06-04,,cat,maine coon,0,37.99,34.85,28.38,30.99,28.43,21.96,7,6.42,6.42,2500,0.8,100
2022-05-01,p431,2022-05-21,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-06-01,p431,2022-05-21,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-07-01,p431,2022-05-21,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-08-01,p431,2022-05-21,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-09-01,p431,2022-05-21,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p431,2022-05-21,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p431,2022-05-21,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-03-01,p432,2022-03-13,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-04-01,p432,2022-03-13,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-05-01,p432,2022-03-13,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-06-01,p432,2022-03-13,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-07-01,p432,2022-03-13,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-08-01,p432,2022-03-13,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-09-01,p432,2022-03-13,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p432,2022-03-13,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p432,2022-03-13,,cat,maine coon,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-06-01,p433,2022-06-02,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-07-01,p433,2022-06-02,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-08-01,p433,2022-06-02,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-09-01,p433,2022-06-02,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p433,2022-06-02,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p433,2022-06-02,,cat,europ̩en,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-02-01,p434,2022-02-15,,cat,bengal,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-03-01,p434,2022-02-15,,cat,bengal,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-04-01,p434,2022-02-15,,cat,bengal,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-05-01,p434,2022-02-15,,cat,bengal,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-06-01,p434,2022-02-15,,cat,bengal,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-07-01,p434,2022-02-15,,cat,bengal,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-08-01,p434,2022-02-15,,cat,bengal,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-09-01,p434,2022-02-15,,cat,bengal,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p434,2022-02-15,,cat,bengal,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p434,2022-02-15,,cat,bengal,0,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-05-01,p435,2022-05-19,,cat,maine coon,0,31.99,29.35,24.27,24.99,22.93,17.85,7,6.42,6.42,1200,1,100
2022-06-01,p435,2022-05-19,,cat,maine coon,0,31.99,29.35,24.27,24.99,22.93,17.85,7,6.42,6.42,1200,1,100
2022-07-01,p435,2022-05-19,,cat,maine coon,0,31.99,29.35,24.27,24.99,22.93,17.85,7,6.42,6.42,1200,1,100
2022-08-01,p435,2022-05-19,,cat,maine coon,0,31.99,29.35,24.27,24.99,22.93,17.85,7,6.42,6.42,1200,1,100
2022-09-01,p435,2022-05-19,,cat,maine coon,0,31.99,29.35,24.27,24.99,22.93,17.85,7,6.42,6.42,1200,1,100
2022-10-01,p435,2022-05-19,,cat,maine coon,0,31.99,29.35,24.27,24.99,22.93,17.85,7,6.42,6.42,1200,1,100
2022-11-01,p435,2022-05-19,,cat,maine coon,0,31.99,29.35,24.27,24.99,22.93,17.85,7,6.42,6.42,1200,1,100
2022-03-01,p436,2022-03-30,,cat,sacr̩ de birmanie,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-04-01,p436,2022-03-30,,cat,sacr̩ de birmanie,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-05-01,p436,2022-03-30,,cat,sacr̩ de birmanie,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-06-01,p436,2022-03-30,,cat,sacr̩ de birmanie,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-07-01,p436,2022-03-30,,cat,sacr̩ de birmanie,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-08-01,p436,2022-03-30,,cat,sacr̩ de birmanie,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-09-01,p436,2022-03-30,,cat,sacr̩ de birmanie,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-10-01,p436,2022-03-30,,cat,sacr̩ de birmanie,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-11-01,p436,2022-03-30,,cat,sacr̩ de birmanie,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-07-01,p437,2022-07-05,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-08-01,p437,2022-07-05,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-09-01,p437,2022-07-05,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-10-01,p437,2022-07-05,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-11-01,p437,2022-07-05,,cat,bengal,0,41.99,38.52,31.26,34.99,32.1,24.84,7,6.42,6.42,2000,1,100
2022-08-01,p438,2022-08-31,,cat,bengal,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-09-01,p438,2022-08-31,,cat,bengal,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p438,2022-08-31,,cat,bengal,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p438,2022-08-31,,cat,bengal,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-03-01,p439,2022-03-13,,cat,europ̩en,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-04-01,p439,2022-03-13,,cat,europ̩en,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-05-01,p439,2022-03-13,,cat,europ̩en,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-06-01,p439,2022-03-13,,cat,europ̩en,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-07-01,p439,2022-03-13,,cat,europ̩en,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-08-01,p439,2022-03-13,,cat,europ̩en,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-09-01,p439,2022-03-13,,cat,europ̩en,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-10-01,p439,2022-03-13,,cat,europ̩en,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-11-01,p439,2022-03-13,,cat,europ̩en,1,28.99,26.59,22.2,21.99,20.17,15.78,7,6.42,6.42,1000,1,100
2022-01-01,p44,2022-01-31,,dog,yorkshire terrier,5,24.99,22.92,19.18,17.99,16.5,12.76,7,6.42,6.42,1000,0.8,100
2022-02-01,p44,2022-01-31,,dog,yorkshire terrier,5,24.99,22.92,19.18,17.99,16.5,12.76,7,6.42,6.42,1000,0.8,100
2022-03-01,p44,2022-01-31,,dog,yorkshire terrier,5,24.99,22.92,19.18,17.99,16.5,12.76,7,6.42,6.42,1000,0.8,100
2022-04-01,p44,2022-01-31,,dog,yorkshire terrier,5,24.99,22.92,19.18,17.99,16.5,12.76,7,6.42,6.42,1000,0.8,100
2022-05-01,p44,2022-01-31,,dog,yorkshire terrier,5,24.99,22.92,19.18,17.99,16.5,12.76,7,6.42,6.42,1000,0.8,100
2022-06-01,p44,2022-01-31,,dog,yorkshire terrier,5,24.99,22.92,19.18,17.99,16.5,12.76,7,6.42,6.42,1000,0.8,100
2022-07-01,p44,2022-01-31,,dog,yorkshire terrier,5,24.99,22.92,19.18,17.99,16.5,12.76,7,6.42,6.42,1000,0.8,100
2022-08-01,p44,2022-01-31,,dog,yorkshire terrier,5,24.99,22.92,19.18,17.99,16.5,12.76,7,6.42,6.42,1000,0.8,100
2022-09-01,p44,2022-01-31,,dog,yorkshire terrier,5,24.99,22.92,19.18,17.99,16.5,12.76,7,6.42,6.42,1000,0.8,100
2022-10-01,p44,2022-01-31,,dog,yorkshire terrier,5,24.99,22.92,19.18,17.99,16.5,12.76,7,6.42,6.42,1000,0.8,100
2022-11-01,p44,2022-01-31,,dog,yorkshire terrier,5,24.99,22.92,19.18,17.99,16.5,12.76,7,6.42,6.42,1000,0.8,100
2022-06-01,p440,2022-06-01,,cat,europ̩en,2,20.99,19.25,16.02,13.99,12.83,9.6,7,6.42,6.42,1000,0.6,100
2022-07-01,p440,2022-06-01,,cat,europ̩en,2,20.99,19.25,16.02,13.99,12.83,9.6,7,6.42,6.42,1000,0.6,100
2022-08-01,p440,2022-06-01,,cat,europ̩en,2,20.99,19.25,16.02,13.99,12.83,9.6,7,6.42,6.42,1000,0.6,100
2022-09-01,p440,2022-06-01,,cat,europ̩en,2,20.99,19.25,16.02,13.99,12.83,9.6,7,6.42,6.42,1000,0.6,100
2022-10-01,p440,2022-06-01,,cat,europ̩en,2,20.99,19.25,16.02,13.99,12.83,9.6,7,6.42,6.42,1000,0.6,100
2022-11-01,p440,2022-06-01,,cat,europ̩en,2,20.99,19.25,16.02,13.99,12.83,9.6,7,6.42,6.42,1000,0.6,100
2022-08-01,p441,2022-08-10,,cat,maine coon,3,24.99,22.92,18.45,17.99,16.5,12.03,7,6.42,6.42,1000,0.7,100
2022-09-01,p441,2022-08-10,,cat,maine coon,3,24.99,22.92,18.45,17.99,16.5,12.03,7,6.42,6.42,1000,0.7,100
2022-10-01,p441,2022-08-10,,cat,maine coon,3,24.99,22.92,18.45,17.99,16.5,12.03,7,6.42,6.42,1000,0.7,100
2022-11-01,p441,2022-08-10,,cat,maine coon,3,24.99,22.92,18.45,17.99,16.5,12.03,7,6.42,6.42,1000,0.7,100
2022-06-01,p442,2022-06-28,,cat,sacr̩ de birmanie,3,33.99,31.18,24.43,26.99,24.76,18.01,7,6.42,6.42,1500,0.8,100
2022-07-01,p442,2022-06-28,,cat,sacr̩ de birmanie,3,33.99,31.18,24.43,26.99,24.76,18.01,7,6.42,6.42,1500,0.8,100
2022-08-01,p442,2022-06-28,,cat,sacr̩ de birmanie,3,33.99,31.18,24.43,26.99,24.76,18.01,7,6.42,6.42,1500,0.8,100
2022-09-01,p442,2022-06-28,,cat,sacr̩ de birmanie,3,33.99,31.18,24.43,26.99,24.76,18.01,7,6.42,6.42,1500,0.8,100
2022-10-01,p442,2022-06-28,,cat,sacr̩ de birmanie,3,33.99,31.18,24.43,26.99,24.76,18.01,7,6.42,6.42,1500,0.8,100
2022-11-01,p442,2022-06-28,,cat,sacr̩ de birmanie,3,33.99,31.18,24.43,26.99,24.76,18.01,7,6.42,6.42,1500,0.8,100
2022-01-01,p443,2022-01-14,2022-11-22,cat,maine coon,4,29.99,27.51,21.89,22.99,21.09,15.47,7,6.42,6.42,1000,0.8,100
2022-02-01,p443,2022-01-14,2022-11-22,cat,maine coon,4,29.99,27.51,21.89,22.99,21.09,15.47,7,6.42,6.42,1000,0.8,100
2022-03-01,p443,2022-01-14,2022-11-22,cat,maine coon,4,29.99,27.51,21.89,22.99,21.09,15.47,7,6.42,6.42,1000,0.8,100
2022-04-01,p443,2022-01-14,2022-11-22,cat,maine coon,4,29.99,27.51,21.89,22.99,21.09,15.47,7,6.42,6.42,1000,0.8,100
2022-05-01,p443,2022-01-14,2022-11-22,cat,maine coon,4,29.99,27.51,21.89,22.99,21.09,15.47,7,6.42,6.42,1000,0.8,100
2022-06-01,p443,2022-01-14,2022-11-22,cat,maine coon,4,29.99,27.51,21.89,22.99,21.09,15.47,7,6.42,6.42,1000,0.8,100
2022-07-01,p443,2022-01-14,2022-11-22,cat,maine coon,4,29.99,27.51,21.89,22.99,21.09,15.47,7,6.42,6.42,1000,0.8,100
2022-08-01,p443,2022-01-14,2022-11-22,cat,maine coon,4,29.99,27.51,21.89,22.99,21.09,15.47,7,6.42,6.42,1000,0.8,100
2022-09-01,p443,2022-01-14,2022-11-22,cat,maine coon,4,29.99,27.51,21.89,22.99,21.09,15.47,7,6.42,6.42,1000,0.8,100
2022-10-01,p443,2022-01-14,2022-11-22,cat,maine coon,4,29.99,27.51,21.89,22.99,21.09,15.47,7,6.42,6.42,1000,0.8,100
2022-11-01,p443,2022-01-14,2022-11-22,cat,maine coon,4,29.99,27.51,21.89,22.99,21.09,15.47,7,6.42,6.42,1000,0.8,100
2022-09-01,p445,2022-09-15,,dog,chihuahua,0,15.99,14.67,13.2,8.99,8.25,6.78,7,6.42,6.42,1000,0.6,100
2022-10-01,p445,2022-09-15,,dog,chihuahua,0,15.99,14.67,13.2,8.99,8.25,6.78,7,6.42,6.42,1000,0.6,100
2022-11-01,p445,2022-09-15,,dog,chihuahua,0,15.99,14.67,13.2,8.99,8.25,6.78,7,6.42,6.42,1000,0.6,100
2022-07-01,p446,2022-07-30,,cat,sacr̩ de birmanie,8,45.99,42.19,28.07,38.99,35.77,21.65,7,6.42,6.42,1000,0.8,100
2022-08-01,p446,2022-07-30,,cat,sacr̩ de birmanie,8,45.99,42.19,28.07,38.99,35.77,21.65,7,6.42,6.42,1000,0.8,100
2022-09-01,p446,2022-07-30,,cat,sacr̩ de birmanie,8,45.99,42.19,28.07,38.99,35.77,21.65,7,6.42,6.42,1000,0.8,100
2022-10-01,p446,2022-07-30,,cat,sacr̩ de birmanie,8,45.99,42.19,28.07,38.99,35.77,21.65,7,6.42,6.42,1000,0.8,100
2022-11-01,p446,2022-07-30,,cat,sacr̩ de birmanie,8,45.99,42.19,28.07,38.99,35.77,21.65,7,6.42,6.42,1000,0.8,100
2022-04-01,p448,2022-04-11,,dog,bouledogue francais,0,11.99,11,9.28,11.99,11,9.28,,,,1000,0.8,
2022-05-01,p448,2022-04-11,,dog,bouledogue francais,0,11.99,11,9.28,11.99,11,9.28,,,,1000,0.8,
2022-06-01,p448,2022-04-11,,dog,bouledogue francais,0,11.99,11,9.28,11.99,11,9.28,,,,1000,0.8,
2022-07-01,p448,2022-04-11,,dog,bouledogue francais,0,11.99,11,9.28,11.99,11,9.28,,,,1000,0.8,
2022-08-01,p448,2022-04-11,,dog,bouledogue francais,0,11.99,11,9.28,11.99,11,9.28,,,,1000,0.8,
2022-09-01,p448,2022-04-11,,dog,bouledogue francais,0,11.99,11,9.28,11.99,11,9.28,,,,1000,0.8,
2022-10-01,p448,2022-04-11,,dog,bouledogue francais,0,11.99,11,9.28,11.99,11,9.28,,,,1000,0.8,
