PERMIS;ACV;SEX;STATUT;CSP;USAGE;AGECOND;K8000;RM;CAR;CLA;ALI;ENE;VIT;SEGM;GARAGE;CHARGE
337;10;M;A;42;2;46;O;68;BER;H;CAR;ES;180-190;M1;2;0
474;10;M;A;46;1;58;O;50;BER;H;CAR;ES;170-180;M1;3;0
318;10;M;A;48;3;65;N;95;BER;H;CAR;ES;170-180;M2;3;0
262;10;M;A;48;2;45;N;50;BER;H;INS;GO;150-160;M1;3;0
240;10;M;A;50;1;42;O;50;BER;H;CAR;ES;170-180;M1;3;0
187;10;M;A;50;2;47;N;90;BER;H;CAR;ES;170-180;H;3;0
88;1;M;A;50;2;30;N;72;BER;H;INJ;ES;160-170;B;1;0
159;7;M;A;50;1;31;N;76;BER;H;INJ;ES;170-180;M2;3;324
177;9;M;A;50;1;33;N;76;BER;H;INJ;ES;170-180;M1;2;0
307;10;M;A;50;2;45;N;50;BER;H;INJ;ES;180-190;M1;2;0
297;10;M;A;50;2;48;N;50;BER;H;INJ;ES;180-190;M1;3;0
339;10;M;A;50;2;59;N;50;BER;H;INJ;ES;190-200;B;3;0
312;0;M;A;50;3;45;N;64;BER;H;IDS;GO;160-170;B;1;1772
145;7;M;A;50;3;30;N;51;BER;H;INJ;GO;160-170;M1;3;347
343;7;M;A;50;1;47;N;80;BER;H;INJ;GO;160-170;M1;3;0
373;9;M;A;50;2;60;N;50;BER;H;INJ;GO;160-170;B;3;0
332;1;M;A;55;3;46;N;50;BER;H;IDS;GO;160-170;B;1;0
425;10;M;A;60;1;56;N;50;BER;H;CAR;ES;170-180;0;3;0
100;9;M;C;50;2;27;N;80;BER;H;INJ;ES;160-170;M1;3;0
198;0;M;C;50;2;56;N;95;BER;H;INJ;ES;160-170;B;3;0
129;1;M;C;50;3;29;N;100;BER;H;INJ;ES;190-200;B;3;1409
176;4;M;C;50;2;33;N;68;BER;H;IDS;GO;170-180;B;3;0
157;9;M;C;50;2;35;N;85;BER;H;INJ;GO;160-170;B;3;0
290;5;M;C;50;2;62;N;54;BER;H;INJ;GO;160-170;M1;2;0
455;2;M;A;37;1;60;O;72;BER;H;INJ;ES;180-190;B;3;0
145;10;M;A;50;1;53;O;95;BER;H;CAR;ES;150-160;M1;3;0
270;10;M;A;50;2;45;N;76;BER;H;CAR;ES;160-170;M2;3;0
526;7;M;A;50;2;62;N;50;BER;H;CAR;ES;170-180;M1;3;0
112;10;M;A;50;1;27;O;80;BER;H;CAR;ES;180-190;B;3;0
207;10;M;A;50;2;35;N;90;BER;H;CAR;ES;180-190;M2;3;0
289;10;M;A;50;1;42;N;50;BER;H;CAR;ES;180-190;M1;3;0
323;10;M;A;50;2;48;N;95;BER;H;CAR;ES;180-190;M1;3;0
248;7;M;A;50;2;40;N;95;BER;H;INJ;ES;170-180;M1;3;0
476;3;M;A;50;3;59;N;50;BER;H;INJ;ES;170-180;B;3;0
107;10;M;A;50;2;31;N;118;BER;H;INJ;ES;180-190;B;3;0
173;10;M;A;50;3;33;N;95;BER;H;INJ;GO;150-160;M1;3;0
162;7;M;A;50;2;39;N;118;BER;H;INJ;GO;150-160;M1;3;0
167;10;M;A;50;2;46;N;50;BER;H;INJ;GO;150-160;M1;3;0
219;10;M;A;50;2;56;N;52;BER;H;INJ;GO;160-170;M1;3;0
200;10;M;A;55;2;35;N;50;BER;H;INJ;ES;180-190;M1;3;0
308;10;M;A;55;1;46;O;60;BER;H;INJ;ES;180-190;M1;3;0
401;3;M;A;55;3;52;N;50;BER;H;INJ;ES;190-200;B;2;0
363;10;M;A;60;1;72;N;63;BER;H;CAR;ES;160-170;M1;3;0
609;10;M;A;60;1;68;N;54;BER;H;CAR;ES;170-180;M1;3;0
331;10;M;A;60;1;64;N;95;BER;H;CAR;ES;180-190;M2;3;0
513;2;M;A;60;1;71;N;50;BER;H;INJ;ES;160-170;B;3;545
599;4;M;A;60;1;80;O;95;BER;H;INJ;ES;160-170;M1;2;0
149;10;M;C;50;2;33;N;80;BER;H;CAR;ES;160-170;M1;3;0
166;10;M;C;50;2;32;N;64;BER;H;CAR;ES;170-180;M2;3;0
122;7;M;C;50;2;28;N;76;BER;H;INJ;ES;170-180;M1;3;1590
106;10;M;C;50;2;31;N;64;BER;H;INJ;ES;170-180;M2;3;0
118;10;M;C;50;2;51;N;95;BER;H;INJ;GO;150-160;M1;3;0
84;10;M;C;55;2;27;N;80;BER;H;INJ;ES;160-170;M1;3;0
25;5;M;A;48;1;20;N;90;BER;H;INJ;ES;180-190;B;2;0
66;10;M;A;50;1;42;N;76;BER;H;CAR;ES;170-180;M2;3;0
176;4;M;A;50;2;32;N;60;BER;H;INJ;ES;160-170;B;3;0
208;10;M;A;50;2;40;O;54;BER;H;INJ;ES;170-180;B;3;0
228;9;M;A;50;2;43;O;80;BER;H;INJ;ES;170-180;M1;3;0
222;2;M;A;50;2;36;N;50;BER;H;IDS;GO;160-170;B;3;0
392;2;M;A;50;2;52;N;50;BER;H;IDS;GO;160-170;B;3;0
152;10;M;A;50;2;30;N;67;BER;H;INJ;GO;160-170;B;3;0
377;9;M;A;50;2;51;N;50;BER;H;INJ;GO;160-170;B;3;0
367;9;M;A;50;2;54;N;90;BER;H;INJ;GO;160-170;B;3;0
101;9;M;A;55;2;28;N;85;BER;H;INJ;ES;160-170;B;3;0
663;2;M;A;60;1;78;N;50;BER;H;INJ;ES;190-200;B;3;0
69;10;M;C;42;1;29;N;90;BER;H;CAR;ES;170-180;M1;3;0
204;10;M;C;50;2;40;N;56;BER;H;CAR;ES;170-180;M2;3;0
55;10;M;C;50;1;23;N;118;BER;H;CAR;ES;180-190;M2;2;0
130;10;M;C;50;2;30;N;76;BER;H;INJ;ES;160-170;M1;3;0
179;7;M;C;50;2;33;N;60;BER;H;INJ;ES;180-190;B;3;0
297;0;M;C;50;1;44;N;72;BER;H;IDS;GO;160-170;B;3;2975
133;4;M;C;50;2;32;N;95;BER;H;INJ;GO;160-170;B;3;0
208;10;M;C;50;2;35;N;72;BER;H;INJ;GO;160-170;B;3;0
118;1;M;C;55;2;32;N;90;BER;H;IDS;GO;160-170;B;3;0
413;4;F;A;60;1;54;N;50;BER;H;INJ;ES;180-190;B;3;0
43;10;F;A;50;2;24;N;85;BER;H;INJ;ES;180-190;M1;3;0
185;3;F;C;55;2;36;N;51;BER;H;IDS;GO;170-180;B;3;0
147;7;F;C;50;2;31;N;54;BER;H;INJ;ES;170-180;M1;3;0
64;10;F;C;50;2;24;N;95;BER;H;INJ;GO;160-170;M1;3;0
556;2;F;A;60;1;82;O;50;BER;H;INJ;ES;150-160;B;2;0
304;2;F;A;48;1;48;N;50;BER;H;IDS;GO;170-180;B;3;0
202;2;F;A;50;1;36;N;64;BER;H;INJ;ES;180-190;M1;3;0
447;7;F;A;50;2;55;N;50;BER;H;INJ;ES;160-170;B;3;0
125;2;F;A;50;1;34;O;57;BER;H;INJ;ES;190-200;B;1;0
333;7;F;A;50;2;48;N;80;BER;H;INJ;ES;160-170;M1;3;0
195;4;F;C;50;2;35;N;51;BER;H;INJ;ES;180-190;B;3;0
138;9;F;A;50;2;30;O;80;BER;H;INJ;GO;160-170;B;2;0
67;9;F;A;50;1;26;N;80;BER;H;INJ;ES;170-180;M1;3;0
516;9;F;A;60;1;72;N;50;BER;H;INJ;ES;160-170;B;3;0
155;10;M;A;50;2;43;O;90;BER;H;INJ;ES;170-180;M1;3;0
226;1;M;C;55;2;39;N;90;BER;H;INJ;ES;190-200;B;3;0
76;4;M;C;50;1;26;N;72;BER;H;INJ;ES;190-200;M1;2;0
92;3;M;A;50;1;28;N;68;BER;H;IDS;GO;170-180;B;3;0
342;10;M;A;50;1;47;N;112;BER;H;INJ;ES;170-180;M1;3;0
220;9;M;A;50;2;36;N;76;BER;H;INJ;ES;190-200;M1;3;0
216;10;M;A;55;2;41;N;57;BER;H;CAR;ES;160-170;M2;3;0
481;3;M;A;50;2;61;N;50;BER;H;INJ;ES;190-200;B;3;0
266;10;M;C;50;2;42;O;50;BER;H;CAR;ES;170-180;M2;3;0
275;2;M;A;50;2;45;O;50;BER;H;INJ;ES;150-160;B;3;588
308;4;M;A;50;1;44;N;50;BER;H;IDS;GO;170-180;B;3;0
412;1;M;A;50;2;52;N;56;BER;H;INJ;ES;190-200;B;2;2163
209;9;M;A;50;2;45;N;100;BER;H;INJ;GO;160-170;M1;3;0
110;3;M;A;50;1;27;N;76;BER;H;INJ;ES;190-200;B;3;0
549;10;M;A;60;1;65;O;50;BER;H;CAR;ES;170-180;M1;3;0
126;2;F;C;55;2;28;N;80;BER;H;INJ;GO;160-170;B;3;0
415;0;M;A;50;2;55;N;50;BER;H;INJ;ES;190-200;B;3;0
63;10;M;C;50;2;23;N;90;BER;H;INS;GO;170-180;M2;1;0
160;1;M;C;50;2;32;N;68;BER;H;INJ;ES;190-200;B;3;0
300;1;M;A;66;3;53;N;68;BER;H;INJ;GO;150-160;B;3;0
397;1;M;A;6;4;51;N;50;BER;H;IDS;GO;160-170;B;1;0
574;3;M;A;60;1;68;O;50;BER;H;INJ;ES;180-190;M1;3;0
540;5;F;A;50;3;64;N;50;BER;H;INJ;ES;200-220;B;2;0
248;10;F;A;55;1;39;N;51;BER;H;INJ;GO;160-170;M1;3;0
65;7;M;A;50;1;37;N;106;BER;H;INJ;ES;180-190;M1;3;0
295;0;F;A;60;1;74;N;50;BER;H;INJ;ES;150-160;B;3;0
103;10;M;A;50;2;53;N;100;BER;H;INJ;ES;160-170;M1;3;0
246;10;F;C;50;1;55;N;90;BER;H;CAR;ES;160-170;M2;3;0
194;9;M;C;50;1;38;O;50;BER;H;INS;GO;160-170;B;3;333
551;0;F;A;60;1;65;N;50;BER;H;IDS;GO;170-180;B;3;0
426;5;F;A;50;3;55;N;53;BER;H;INJ;ES;180-190;B;3;0
221;7;M;A;50;1;36;O;76;BER;H;INJ;ES;180-190;M1;3;0
354;10;M;A;50;2;49;N;54;BER;H;INJ;ES;170-180;M1;3;0
237;10;M;A;50;2;42;N;95;BER;H;INJ;GO;140-150;M1;3;0
222;7;F;A;50;2;56;N;50;BER;H;INJ;ES;170-180;M1;3;0
746;4;M;A;60;1;80;O;50;BER;H;INJ;ES;150-160;B;3;0
415;2;M;A;50;2;53;N;50;BER;H;IDS;GO;160-170;B;3;0
70;9;M;C;50;2;24;N;90;BER;H;INJ;ES;180-190;M1;3;0
205;10;M;C;55;1;36;N;100;BER;H;INJ;ES;180-190;M1;3;0
263;10;M;A;50;2;40;O;50;BER;H;INJ;GO;150-160;M1;1;0
629;1;M;A;60;1;74;N;50;BER;H;INJ;ES;180-190;B;3;0
109;10;M;A;50;2;39;N;95;BER;H;INJ;ES;160-170;M1;3;0
766;9;F;A;60;1;89;N;50;BER;H;INJ;ES;160-170;M1;3;0
314;10;M;A;50;3;45;N;100;BER;H;CAR;ES;170-180;M1;3;0
494;4;F;A;60;1;70;O;50;BER;H;INJ;ES;190-200;B;3;1034
129;1;M;A;50;1;38;N;95;BER;H;IDS;GO;160-170;B;3;0
181;3;F;A;42;3;56;N;58;BER;H;IDS;GO;170-180;B;3;0
566;10;M;A;60;1;76;O;50;BER;H;CAR;ES;170-180;M2;1;0
120;10;M;C;50;2;35;N;100;BER;H;CAR;ES;180-190;M2;3;0
191;9;M;C;50;1;54;N;85;BER;H;INJ;GO;160-170;M1;3;0
674;1;M;A;60;1;78;O;118;BER;H;INJ;ES;170-180;B;1;0
87;0;F;C;26;2;26;N;68;BER;H;IDS;GO;170-180;B;3;3389
122;3;M;A;50;2;35;N;90;BER;H;IDS;GO;170-180;B;2;0
183;9;M;C;50;1;37;O;50;BER;H;INS;GO;160-170;B;3;333
75;10;M;A;50;2;28;N;100;BER;H;INJ;ES;190-200;M2;3;0
49;10;F;A;50;1;39;O;80;BER;H;INJ;ES;170-180;M2;3;0
261;10;M;C;50;2;42;O;51;BER;H;CAR;ES;170-180;M2;3;0
416;10;F;A;42;2;75;O;50;BER;I;INJ;ES;170-180;M1;3;0
305;10;F;C;50;3;45;N;57;BER;I;INJ;ES;180-190;M2;3;0
436;9;F;C;55;3;55;N;50;BER;I;INJ;ES;170-180;B;3;0
420;1;F;A;37;1;54;N;50;BER;I;INJ;ES;180-190;B;3;0
250;2;F;A;50;2;61;N;50;BER;I;INJ;ES;180-190;M1;3;2923
238;7;F;C;50;4;37;N;93;BER;I;INJ;ES;170-180;M1;3;0
404;1;F;A;46;1;54;N;50;BER;I;INJ;ES;180-190;B;3;0
210;7;F;A;55;2;41;N;62;BER;I;INJ;ES;160-170;M1;3;2226
112;9;F;C;50;2;32;O;90;BER;I;INJ;ES;170-180;B;3;0
208;1;F;C;50;3;41;N;76;BER;I;IDS;GO;160-170;B;3;0
132;3;F;A;50;2;29;N;76;BER;I;IDS;GO;170-180;B;3;0
423;4;F;A;1;3;69;N;50;BER;I;INJ;ES;200-220;B;2;0
128;9;F;A;46;2;28;N;64;BER;I;INJ;ES;200-220;B;3;0
421;3;F;A;37;1;61;O;51;BER;I;INJ;ES;170-180;M1;3;0
134;9;F;A;50;2;38;O;64;BER;I;INJ;ES;170-180;M1;2;0
78;1;F;A;55;2;26;N;95;BER;I;IDS;GO;170-180;B;2;0
374;1;F;C;55;2;49;N;50;BER;I;INJ;ES;180-190;M1;2;0
250;10;F;C;55;2;45;N;50;BER;I;INS;GO;170-180;M1;3;0
179;4;F;A;50;3;33;N;50;BER;I;INJ;ES;170-180;M1;3;0
487;10;F;C;55;1;60;N;50;BER;I;INS;GO;160-170;M1;2;0
266;10;M;A;42;3;40;N;62;BER;I;INJ;ES;170-180;M1;3;0
432;2;M;A;48;3;62;N;50;BER;I;INJ;ES;180-190;B;3;506
300;10;M;A;1;3;43;N;65;BER;I;INS;GO;160-170;M1;1;0
406;10;M;A;50;2;52;N;50;BER;I;INJ;ES;190-200;H;3;0
632;0;M;A;50;3;77;N;58;BER;I;INJ;ES;190-200;B;3;0
416;2;M;A;50;2;53;N;50;BER;I;IDS;GO;170-180;B;3;0
120;5;M;C;50;1;30;N;95;BER;I;INJ;ES;180-190;M1;3;0
105;2;M;C;50;2;26;N;90;BER;I;IDS;GO;170-180;B;3;0
415;10;M;A;48;1;53;O;50;BER;I;INJ;ES;170-180;0;3;0
134;2;M;A;48;2;32;N;95;BER;I;INJ;ES;180-190;M1;3;0
198;2;M;A;42;3;34;N;64;BER;I;INJ;ES;180-190;B;3;0
417;1;M;A;50;3;53;N;50;BER;I;IDS;GO;160-170;M1;3;0
234;10;M;A;50;2;43;N;72;BER;I;INS;GO;160-170;M1;2;0
217;10;M;C;50;2;36;N;72;BER;I;INJ;ES;170-180;M1;3;0
160;7;M;C;50;2;32;N;80;BER;I;INJ;ES;180-190;M1;3;0
505;10;M;A;1;1;60;O;50;BER;I;CAR;ES;180-190;M2;3;0
193;7;M;C;50;2;34;N;54;BER;I;INJ;GO;160-170;M1;1;0
129;2;M;C;55;2;30;N;80;BER;I;INS;GO;160-170;M1;2;0
297;10;M;A;50;2;54;N;59;BER;I;INS;GO;160-170;M1;3;0
686;9;M;A;60;1;77;N;50;BER;I;INJ;ES;170-180;M1;3;0
121;1;M;C;50;4;28;N;150;BER;I;IDS;GO;170-180;B;2;0
318;10;M;A;1;3;45;N;57;BER;I;INJ;ES;190-200;M2;2;0
522;10;M;A;50;1;65;O;50;BER;I;CAR;ES;170-180;M2;3;0
36;1;M;A;50;2;35;N;85;BER;I;INJ;ES;180-190;M1;2;0
374;0;M;A;50;2;54;N;50;BER;I;INJ;ES;180-190;M1;3;0
205;3;M;A;50;2;36;N;68;BER;I;INJ;ES;190-200;M2;3;0
549;10;M;A;60;1;63;O;50;BER;I;CAR;ES;170-180;M2;1;0
622;0;M;A;60;1;72;O;50;BER;I;INJ;ES;180-190;M1;3;0
522;2;M;A;60;1;72;N;50;BER;I;IDS;GO;160-170;M1;1;781
540;7;M;A;60;1;64;N;50;BER;I;INS;GO;170-180;M1;3;0
229;9;M;C;50;1;39;N;55;BER;I;INJ;ES;170-180;M2;3;0
303;0;M;A;50;2;44;N;50;BER;I;INJ;ES;150-160;B;3;0
150;10;M;A;50;2;31;N;64;BER;I;INJ;GO;160-170;M2;3;0
702;0;M;A;60;1;79;N;133;BER;I;INJ;ES;190-200;M1;1;0
237;7;M;A;66;1;37;N;50;BER;I;INJ;ES;170-180;M1;3;0
43;10;M;C;50;2;22;N;85;BER;I;INJ;ES;170-180;M1;3;0
173;4;M;A;50;2;33;N;50;BER;I;INJ;ES;180-190;B;2;0
414;5;M;A;46;3;54;N;56;BER;I;INS;GO;180-190;M1;3;0
515;1;M;A;50;1;61;N;50;BER;I;INJ;ES;200-220;B;3;0
158;9;M;C;55;2;31;N;112;BER;I;INS;GO;180-190;M1;3;0
323;10;M;A;42;1;46;O;50;BER;I;CAR;ES;170-180;M1;3;0
89;10;M;A;50;2;33;O;68;BER;I;INJ;ES;190-200;M1;3;0
160;1;F;A;50;2;33;N;85;BER;I;IDS;GO;180-190;B;2;0
292;3;F;A;1;3;42;N;50;BER;I;INJ;ES;200-220;B;3;0
482;4;F;A;37;1;60;N;68;BER;I;INJ;ES;170-180;M1;3;0
186;3;F;A;50;2;35;N;90;BER;I;INJ;ES;180-190;M1;3;1562
127;2;F;A;50;2;29;N;76;BER;I;INJ;ES;200-220;B;2;0
169;10;F;A;50;2;33;N;95;BER;I;INJ;ES;200-220;B;3;0
346;3;F;A;55;2;51;N;72;BER;I;IDS;GO;170-180;B;3;204
478;9;F;A;48;1;58;O;50;BER;I;INJ;ES;170-180;M1;3;0
278;10;F;A;50;1;41;N;76;BER;I;INJ;ES;160-170;M2;3;0
131;10;F;C;42;1;32;N;95;BER;I;CAR;ES;160-170;0;3;0
198;2;F;A;50;2;35;N;50;BER;I;INJ;ES;180-190;B;2;305
171;9;F;A;50;2;33;N;62;BER;I;INJ;GO;160-170;M1;1;0
382;7;F;A;77;3;50;N;50;BER;I;INJ;ES;170-180;B;3;0
193;10;F;A;1;3;42;N;50;BER;I;INJ;ES;170-180;M1;3;0
378;5;F;A;2;3;49;N;50;BER;I;INJ;ES;180-190;B;3;0
520;10;F;A;60;1;72;N;50;BER;I;INJ;ES;160-170;M2;3;0
504;3;F;A;60;1;81;N;50;BER;I;INJ;ES;200-220;B;3;0
262;0;F;A;50;3;49;N;51;BER;I;INJ;ES;190-200;B;3;0
503;9;F;A;60;1;62;N;50;BER;I;INJ;ES;160-170;M1;3;0
407;3;F;A;60;1;70;N;50;BER;I;INJ;ES;190-200;M1;3;0
210;1;F;C;50;1;35;N;50;BER;I;IDS;GO;170-180;B;3;0
270;1;F;A;48;3;43;N;72;BER;I;INJ;ES;170-180;M1;3;0
281;4;F;A;50;3;50;N;80;BER;I;INJ;ES;170-180;B;2;0
324;2;F;A;50;2;49;N;50;BER;I;INJ;ES;180-190;B;3;0
470;1;F;A;50;2;59;N;50;BER;I;INJ;ES;180-190;B;3;0
563;9;F;A;60;1;77;N;50;BER;I;INJ;ES;180-190;M2;3;0
484;7;F;A;1;2;58;N;59;BER;I;INJ;ES;160-170;M1;3;0
332;10;F;A;50;1;50;N;90;BER;I;INJ;ES;180-190;M1;3;0
119;0;F;A;50;2;30;N;60;BER;I;INJ;ES;190-200;B;2;0
632;4;F;A;60;1;75;N;50;BER;I;INJ;ES;180-190;M1;1;1178
314;4;F;A;60;1;65;N;85;BER;I;INJ;ES;190-200;M1;2;73
562;1;F;A;60;1;66;N;52;BER;I;IDS;GO;170-180;B;2;0
231;9;F;C;1;3;44;N;76;BER;I;INS;GO;160-170;M1;3;0
191;5;F;A;50;4;35;N;73;BER;I;INJ;ES;170-180;M1;3;0
537;2;F;A;50;3;62;N;50;BER;I;INJ;ES;180-190;B;3;291
366;0;F;A;50;2;50;N;91;BER;I;IDS;GO;160-170;B;3;0
663;2;F;A;60;1;84;N;50;BER;I;INJ;ES;190-200;M1;3;0
125;4;F;A;50;2;46;N;64;BER;I;INJ;ES;180-190;M1;3;0
332;2;F;A;50;2;46;N;72;BER;I;INJ;ES;180-190;B;3;0
212;2;F;A;50;1;37;N;95;BER;I;INJ;ES;190-200;M1;3;5625
157;7;F;A;50;3;55;N;100;BER;I;INS;GO;180-190;M1;3;0
54;4;F;C;46;2;39;N;106;BER;I;INJ;ES;180-190;B;3;5653
128;10;F;C;50;2;29;N;85;BER;I;CAR;ES;170-180;M1;3;0
148;3;F;C;50;2;31;N;68;BER;I;INJ;ES;180-190;M1;2;188
84;4;F;C;50;2;28;N;112;BER;I;INJ;GO;160-170;M1;3;0
161;10;F;C;55;2;36;N;118;BER;I;CAR;ES;180-190;M2;2;0
181;10;F;A;50;1;35;O;50;BER;I;INJ;ES;170-180;M1;2;0
441;5;F;A;50;2;55;N;53;BER;I;INJ;ES;180-190;M1;3;0
481;10;F;A;60;1;71;N;50;BER;I;INJ;ES;180-190;M2;1;0
89;2;F;C;50;2;27;N;90;BER;I;IDS;GO;170-180;B;2;1711
108;3;F;C;50;3;30;N;60;BER;I;IDS;GO;170-180;M1;3;0
256;3;F;C;50;1;40;N;64;BER;I;IDS;GO;170-180;B;3;0
219;0;F;C;50;2;36;N;80;BER;I;INJ;GO;160-170;B;3;1131
319;10;F;C;55;2;50;N;50;BER;I;INS;GO;150-160;M1;3;0
93;4;F;C;66;3;34;N;90;BER;I;INJ;ES;180-190;M1;3;0
135;10;F;A;50;1;37;O;85;BER;I;INJ;ES;170-180;M2;3;0
351;9;F;A;50;2;52;N;62;BER;I;INJ;ES;170-180;B;3;1036
196;10;F;A;50;2;35;N;50;BER;I;INJ;ES;180-190;M1;2;0
220;2;F;A;50;1;51;N;90;BER;I;INJ;ES;180-190;M1;3;0
113;1;F;A;50;2;47;N;95;BER;I;INJ;ES;190-200;B;3;0
344;10;F;A;50;2;49;O;50;BER;I;INJ;GO;160-170;B;3;0
175;7;F;A;55;2;37;O;74;BER;I;INJ;ES;170-180;M1;3;0
310;9;F;A;55;2;44;N;50;BER;I;INJ;ES;170-180;B;3;0
180;3;F;A;55;1;44;O;68;BER;I;IDS;GO;170-180;M1;3;0
296;1;F;A;55;1;49;N;50;BER;I;IDS;GO;170-180;B;3;0
81;7;F;A;55;1;29;O;80;BER;I;INJ;GO;150-160;M1;3;0
384;7;F;A;55;1;50;O;50;BER;I;INS;GO;170-180;M1;3;0
581;10;F;A;60;1;73;N;50;BER;I;INJ;ES;170-180;M2;3;0
173;10;F;C;50;1;55;N;50;BER;I;CAR;ES;180-190;M2;3;0
170;4;F;C;50;1;32;O;50;BER;I;INJ;ES;160-170;B;3;0
198;9;F;C;50;2;34;N;50;BER;I;INJ;ES;170-180;M1;2;0
104;1;F;C;50;2;28;N;72;BER;I;IDS;GO;170-180;B;2;1995
469;1;F;C;55;2;57;N;50;BER;I;IDS;GO;160-170;B;3;0
222;9;F;A;50;1;37;N;50;BER;I;INJ;ES;170-180;M2;3;0
156;3;F;A;50;2;32;N;50;BER;I;INJ;ES;200-220;M1;3;310
319;9;F;A;50;2;48;N;50;BER;I;INJ;GO;160-170;M1;1;0
464;4;F;A;60;1;82;N;50;BER;I;INJ;ES;180-190;M1;3;0
349;1;F;C;42;2;49;N;50;BER;I;INJ;ES;180-190;M1;2;0
130;7;F;C;50;2;29;N;64;BER;I;INJ;ES;170-180;M1;3;0
114;1;F;C;50;1;42;N;95;BER;I;IDS;GO;170-180;B;3;5591
480;10;F;C;60;1;67;N;50;BER;I;INJ;ES;180-190;M1;1;0
285;1;F;A;1;3;43;N;52;BER;I;INJ;ES;190-200;M1;3;0
476;0;F;A;1;3;57;N;55;BER;I;INJ;ES;190-200;B;3;0
228;10;F;A;50;1;39;N;50;BER;I;CAR;ES;170-180;M1;3;0
149;0;F;A;50;1;33;N;63;BER;I;INJ;ES;170-180;M1;2;0
388;1;F;A;50;2;51;N;50;BER;I;INJ;ES;180-190;M1;3;0
549;5;F;A;50;2;68;N;50;BER;I;INJ;ES;180-190;M1;3;0
287;7;F;A;50;2;54;N;56;BER;I;INJ;GO;160-170;M1;3;0
480;9;F;A;55;1;61;N;50;BER;I;INJ;ES;170-180;M1;3;88
566;0;F;A;60;1;75;N;50;BER;I;INJ;ES;160-170;B;3;0
313;1;F;C;1;3;47;N;50;BER;I;INJ;ES;200-220;B;3;0
486;1;F;C;37;1;59;N;50;BER;I;INJ;ES;180-190;B;3;0
102;2;F;C;42;3;26;N;90;BER;I;INJ;ES;200-220;B;3;0
53;2;F;C;50;2;25;N;140;BER;I;INJ;ES;180-190;B;3;701
108;4;F;C;50;2;27;N;85;BER;I;INJ;ES;180-190;M1;3;0
281;4;F;C;50;2;41;N;50;BER;I;IDS;GO;170-180;B;2;0
431;7;F;A;1;2;55;N;50;BER;I;INJ;ES;170-180;B;3;0
342;2;F;A;37;1;49;N;50;BER;I;INJ;ES;180-190;B;3;0
439;1;F;A;37;1;65;N;50;BER;I;INJ;ES;190-200;B;3;0
264;10;F;A;50;1;49;N;90;BER;I;CAR;ES;170-180;M2;1;0
218;7;F;A;50;2;37;N;62;BER;I;INJ;ES;170-180;B;3;1418
97;10;F;A;50;1;39;N;64;BER;I;INJ;ES;170-180;M1;3;0
220;2;F;A;50;2;39;N;50;BER;I;INJ;ES;180-190;B;3;0
303;1;F;A;50;2;43;N;50;BER;I;INJ;ES;180-190;M1;3;0
351;10;F;A;50;2;47;N;50;BER;I;INJ;ES;180-190;M1;3;0
370;1;F;A;50;2;51;N;50;BER;I;INJ;ES;190-200;B;3;0
395;1;F;A;50;1;52;N;50;BER;I;INJ;ES;190-200;B;3;1948
418;10;F;A;50;1;53;N;50;BER;I;INJ;ES;190-200;M1;3;0
597;4;F;A;60;1;68;O;50;BER;I;INJ;ES;160-170;B;3;906
651;10;F;A;60;1;76;N;50;BER;I;INJ;ES;170-180;M2;3;0
474;3;F;A;60;1;78;N;50;BER;I;INJ;ES;180-190;M1;3;0
542;1;F;A;60;1;63;N;50;BER;I;INJ;ES;190-200;M1;1;0
463;2;F;A;60;1;67;N;50;BER;I;INJ;ES;190-200;M1;3;0
463;2;F;A;66;2;58;O;52;BER;I;INJ;ES;180-190;B;3;0
127;3;F;C;50;1;34;O;58;BER;I;INJ;ES;160-170;B;2;645
70;7;F;C;50;2;25;N;90;BER;I;INJ;ES;170-180;M1;3;0
12;10;F;C;50;2;27;N;95;BER;I;INJ;ES;170-180;M1;3;0
286;5;F;C;50;1;48;N;62;BER;I;INJ;ES;180-190;M1;3;1562
187;10;F;C;50;1;36;N;76;BER;I;INJ;ES;190-200;B;3;0
141;10;F;C;50;2;33;N;55;BER;I;INJ;ES;200-220;B;3;0
152;9;F;A;1;1;36;N;68;BER;I;INJ;GO;160-170;M1;3;0
533;10;F;A;22;1;68;N;50;BER;I;INJ;ES;170-180;M1;3;0
652;2;F;A;42;1;76;N;50;BER;I;INJ;ES;180-190;B;2;0
354;5;F;A;50;1;48;N;68;BER;I;INJ;ES;150-160;M2;3;0
301;2;F;A;50;1;44;N;51;BER;I;INJ;ES;160-170;B;3;0
328;2;F;A;50;2;45;N;50;BER;I;INJ;ES;160-170;B;1;0
422;3;F;A;50;1;61;N;50;BER;I;INJ;ES;180-190;M1;3;0
414;5;F;A;50;3;54;N;53;BER;I;INJ;ES;200-220;B;3;0
347;10;F;A;60;1;62;N;50;BER;I;CAR;ES;170-180;M2;1;0
104;5;F;C;26;2;27;N;64;BER;I;INJ;ES;200-220;B;3;0
18;4;F;C;37;1;42;N;95;BER;I;INJ;ES;160-170;B;3;2445
187;7;F;C;50;1;34;N;68;BER;I;INJ;ES;170-180;M1;3;0
150;7;F;C;50;2;37;N;50;BER;I;INJ;ES;170-180;M1;3;0
148;4;F;C;50;2;32;N;57;BER;I;INJ;ES;200-220;B;3;0
159;3;F;A;50;2;34;N;52;BER;I;INJ;ES;160-170;H;3;0
